Order_ID,Distance_km,Fuel_Charge,Total_Delivery_Cost
6d56f0e4,39.82,75.3,96.43
72853a04,29.7,56.17,79.2
d44ed302,37.94,71.75,118.71
4cc74733,39.59,74.87,118.92
b8a8205e,7.97,15.07,43.47
6fa0aa90,3.03,5.73,28.43
1753472f,10.1,19.1,66.88
92895646,20.44,38.65,56.18
ef532d4b,5.52,10.44,39.51
057dfff1,23.92,45.24,71.98
35a14d08,15.68,29.65,77.06
b13f703c,19.46,36.8,77.03
cec84003,47.14,89.15,117.69
eb3feae8,36.76,69.52,103.8
a438c092,33.59,63.52,109.82
0f239966,33.37,63.11,106.36
ca0b6eb5,28.66,54.2,88.82
3bf4dcd7,26.62,50.34,96.95
92e2cd6d,44.34,83.85,109.06
80e52ecd,5.6,10.59,49.92
69081367,15.85,29.97,40.61
6ed877e3,7.0,13.24,46.56
43914004,2.53,4.78,20.26
b811d1c9,2.67,5.05,36.02
6aacd2c6,3.15,5.96,25.82
bde10dbb,34.72,65.66,90.89
98c8d0d4,7.35,13.9,55.59
7eb6f223,11.72,22.16,34.5
c78fc7f0,22.11,41.81,73.31
bc1addc8,14.92,28.22,44.01
4bec8a6b,41.2,77.91,110.84
d50c0f7e,31.93,60.38,95.72
f2c24fac,18.0,34.04,51.32
b5eaa2b8,17.25,32.62,42.86
f26a5ed5,34.82,65.85,79.27
20390941,10.19,19.27,56.85
165cc044,15.47,29.26,54.46
b4845bd4,18.96,35.86,60.78
8192ee35,23.82,45.05,82.73
fa213d0b,11.15,21.09,50.98
57c79a3a,9.55,18.06,53.54
49bd13b0,49.52,93.65,140.42
1a0ab609,45.83,86.67,116.94
3f067dbe,27.13,51.31,86.83
638398d9,38.75,73.28,108.87
807bb99d,34.35,64.96,96.35
bf2ba087,5.61,10.61,47.19
0fd77f7c,26.86,50.8,94.17
14a4ff2f,10.83,20.48,62.79
b5ef908a,30.03,56.79,69.08
9355ad2b,4.97,9.4,57.47
dff9dc7f,9.82,18.57,62.46
a8fdaafb,39.52,74.74,123.56
b663f1aa,42.48,80.33,98.09
6661dc52,45.56,86.16,117.62
2de52583,45.04,85.18,112.78
f92745a5,45.54,86.12,111.2
86fbc0e3,6.55,12.39,38.65
efdb06d5,33.66,63.65,109.79
13c3bd6f,35.65,67.42,105.36
bd6fad2c,14.87,28.12,51.11
8fca716c,49.66,93.91,119.07
f30f50ab,15.72,29.73,58.47
1c93f1a8,29.59,55.96,80.64
8a08a42a,43.87,82.96,101.36
9f0076a1,15.88,30.03,57.44
3559dea4,31.11,58.83,72.01
db8d11dd,36.56,69.14,113.32
b9986c9e,32.08,60.67,103.66
7b7a45f2,21.49,40.64,86.32
08102734,47.35,89.54,117.38
3682d9ad,31.39,59.36,95.41
fc0385b9,12.77,24.15,66.55
43eec985,40.69,76.95,99.54
a74fbb8c,33.48,63.31,98.65
e37d4b37,7.26,13.73,41.26
ad112e20,15.35,29.03,53.98
15c7376d,9.59,18.14,62.52
8c68faac,5.49,10.38,45.34
baedc4e1,13.05,24.68,59.62
09551d34,15.35,29.03,45.3
be0b0969,24.39,46.12,70.0
7d583beb,48.52,91.76,135.41
798c4c78,47.28,89.41,107.95
a7e8bbe6,38.18,72.2,121.02
13a84d86,33.03,62.46,105.74
0ec97833,47.47,89.77,110.47
ba9c75bf,8.84,16.72,31.05
a81a1e1f,17.86,33.78,50.56
1b571c01,28.56,54.01,73.7
fe2d2d99,41.07,77.67,97.18
0fe13681,31.94,60.4,71.05
de959ee5,40.83,77.21,115.82
bae8e8ab,9.35,17.68,66.76
c3357eac,11.25,21.27,42.73
a321606c,37.55,71.01,81.66
b2beb7f7,18.72,35.4,82.13
32e76b43,22.93,43.36,61.61
2a187099,40.0,75.64,85.93
8479a603,5.36,10.14,29.1
32d69659,10.06,19.02,33.18
351849da,16.2,30.64,69.68
c3f2c135,44.41,83.98,94.05
056da8f9,21.43,40.53,68.18
dbb6a850,14.1,26.66,56.34
e22fabfe,34.56,65.36,106.73
d4dd18bc,3.45,6.52,37.41
7d542275,39.21,74.15,89.14
413d1518,35.5,67.13,94.19
0e5b95b0,4.64,8.77,56.15
9ccd4e1a,25.91,49.0,68.47
655141da,21.4,40.47,62.45
286566fa,9.59,18.14,63.07
55455fbd,9.39,17.76,59.2
e915deeb,9.69,18.32,40.14
d39284de,30.78,58.21,96.54
31967b00,10.21,19.31,32.71
17a0f416,4.86,9.19,40.91
e65e51cd,47.96,90.7,135.54
00ede20a,3.88,7.34,51.04
37e821aa,33.87,64.05,82.16
fdfb9e59,46.93,88.75,120.08
19c7f81a,3.82,7.22,33.16
20befe40,48.36,91.45,123.88
5773eb18,26.11,49.38,62.38
73c9ccce,39.68,75.04,124.29
791875bb,32.01,60.53,93.07
a90cb414,31.61,59.78,74.55
a49a3db5,39.86,75.38,111.07
15347810,5.14,9.72,20.03
02297664,20.83,39.39,49.65
6a9022c2,48.54,91.79,108.96
208a275a,4.62,8.74,29.58
f654d900,14.61,27.63,48.16
7c0c307a,34.26,64.79,92.52
5f52358c,6.82,12.9,43.43
d05a6515,27.76,52.5,79.39
f55ea82f,36.24,68.53,93.49
24d5ee2d,38.36,72.54,109.35
85bfa54d,28.94,54.73,74.66
c9bc9a24,26.03,49.23,84.34
03b98819,36.27,68.59,116.86
b5134dc0,8.96,16.94,45.81
cc7bba46,34.66,65.55,96.0
11bf5b4f,46.12,87.22,126.35
6a318281,34.77,65.75,96.05
f1fde0e9,4.23,8.0,23.76
b80b2f8f,26.29,49.72,84.15
69750d89,36.86,69.71,100.06
4f27befe,4.08,7.72,55.78
40f12942,38.59,72.98,86.7
fe295e55,15.52,29.35,60.81
3bfeff26,30.26,57.22,91.9
eefe8675,48.38,91.49,126.29
3d4eca36,49.76,94.1,106.49
f40129ec,32.45,61.37,84.48
05edb79c,25.59,48.39,68.89
1e3cf413,10.53,19.91,57.11
0c8a33b9,12.0,22.69,62.11
e6f2d2b6,22.6,42.74,61.11
79c77c27,35.71,67.53,110.57
e1065898,38.93,73.62,103.02
188b1451,12.65,23.92,44.44
f1ad7701,27.7,52.38,74.37
a7e92c34,30.4,57.49,78.03
701c0a09,44.87,84.85,119.03
91fdc355,44.07,83.34,114.42
7f1fba07,41.23,77.97,125.52
4434ec3b,26.8,50.68,71.63
79858a03,5.12,9.68,32.45
8ce7e1ff,18.05,34.13,44.39
69b81275,31.84,60.21,82.14
d94b7b2d,32.61,61.67,81.71
75ba85d3,42.76,80.86,106.94
9c65a5d2,20.21,38.22,68.05
7faa4156,46.96,88.81,125.62
89f207e4,9.84,18.61,36.29
cde4948d,4.39,8.3,40.56
6d4f8a65,10.48,19.82,58.97
22f67a61,24.19,45.75,65.4
7f750603,41.5,78.48,102.53
f266afbd,9.38,17.74,35.94
f16921a6,28.31,53.54,67.98
26a5cbb5,39.28,74.28,114.53
d7c90448,3.67,6.94,26.54
08234b27,3.99,7.55,32.25
2502e5e2,25.55,48.32,68.23
65bf4971,10.77,20.37,32.12
b3bab58d,23.63,44.69,83.85
6a3e1255,4.11,7.77,43.5
03102ba2,48.89,92.46,121.51
9ccb5ea3,33.4,63.16,100.13
1aa4a4d7,34.96,66.11,109.97
0f99336b,26.47,50.06,84.8
13f3a6b2,41.6,78.67,124.94
fc1bb7e0,42.0,79.43,97.49
49848f60,9.64,18.23,63.56
87659cbf,38.88,73.53,105.19
28029acf,29.2,55.22,98.89
eae07f98,38.59,72.98,112.73
58201452,46.1,87.18,99.49
4d5d2f07,18.08,34.19,77.7
965f4583,29.4,55.6,79.09
6d82378f,39.8,75.27,102.2
9595b6d4,49.36,93.35,103.79
ed374540,31.4,59.38,99.73
7865bcf9,36.62,69.25,97.93
1c9e6c1a,42.62,80.6,128.18
25ad7ecf,38.06,71.98,93.22
ae14184a,47.23,89.32,119.16
c3f2bec1,13.03,24.64,51.09
30a83449,45.57,86.18,127.86
8216a72d,11.94,22.58,54.01
ab7a491c,29.13,55.09,83.49
7eabc498,27.1,51.25,99.12
681231f1,41.9,79.24,104.36
563b9bca,21.13,39.96,69.56
9cc0c8c9,8.87,16.77,48.94
bc082fa5,35.93,67.95,80.1
b77cce0b,31.12,58.85,89.91
f0d9d436,41.7,78.86,102.29
1e215341,38.41,72.64,108.65
d8a8b42f,44.95,85.01,120.75
094cf0a5,42.28,79.96,118.41
f4045201,34.93,66.06,92.03
283267f7,24.35,46.05,60.24
d8570642,2.98,5.64,33.21
6c54cce1,16.76,31.69,63.78
79c6202c,36.92,69.82,80.81
1081bb27,4.86,9.19,41.08
60ce757b,38.32,72.47,98.44
fec2f311,26.79,50.66,79.8
3a4f34a2,43.65,82.55,104.68
46d06398,33.67,63.67,93.36
79126b6f,40.33,76.27,121.54
9a7a43a5,10.23,19.35,60.86
291988d6,10.3,19.48,54.12
71530646,12.13,22.94,58.0
f03e499d,18.0,34.04,79.86
b998c942,45.41,85.88,115.07
1ca39279,39.17,74.07,105.64
695f9a83,19.5,36.88,81.29
870e3be0,46.09,87.16,127.35
d77fbfc8,39.39,74.49,101.81
543b6999,33.49,63.33,85.54
16a0078f,22.96,43.42,74.13
ce5cdf23,33.28,62.94,77.76
e375250b,30.47,57.62,94.84
8c82d455,39.53,74.76,103.34
d261233d,12.83,24.26,58.06
f5f65db7,44.51,84.17,128.02
2d09454a,30.41,57.51,81.76
32cf1381,40.72,77.01,106.9
b33f8e7c,18.67,35.31,67.54
a6ed0fee,20.81,39.35,60.56
42b50cc7,46.99,88.86,109.85
daec8894,31.85,60.23,91.28
120b7c1d,17.25,32.62,52.91
7f70e080,5.94,11.23,55.68
f900d6f5,22.85,43.21,93.01
87397a6a,42.76,80.86,99.29
2c10b43a,14.07,26.61,59.62
2d9eebb2,43.29,81.87,97.69
588f2a46,9.76,18.46,35.88
1df37235,8.24,15.58,56.22
4afd286d,31.07,58.76,76.75
d215fd31,40.62,76.82,116.78
e1f4f1e3,39.44,74.59,100.75
55163899,28.09,53.12,82.3
9a0e0498,32.66,61.76,82.14
1410d7cb,14.39,27.21,59.17
db87a76d,28.46,53.82,77.08
21126700,11.97,22.64,39.62
37ab28d7,46.56,88.05,103.61
7a56aef0,34.55,65.34,115.33
98d05dff,29.1,55.03,78.86
9c1cbd28,13.86,26.21,68.41
2a6c6803,21.63,40.9,64.56
7859b993,39.45,74.6,109.52
0196e209,13.49,25.51,69.16
9f2c29db,8.19,15.49,53.33
85209535,16.75,31.68,44.44
3325c42d,40.13,75.89,93.6
868591b2,44.39,83.95,128.89
31856195,21.89,41.4,70.25
c44566ed,39.5,74.7,108.64
94e886fa,17.95,33.95,44.93
210387a9,26.42,49.96,79.45
62908b79,2.97,5.62,32.85
2904ec19,36.18,68.42,105.87
0865a9be,36.5,69.03,90.01
355d5506,6.81,12.88,52.64
8a6e4ad0,19.22,36.35,73.19
fbca894b,25.21,47.67,78.06
72178c68,39.16,74.06,99.09
0cc2df8e,41.53,78.54,100.62
e6341a6b,36.52,69.06,100.46
adeed30b,12.36,23.37,56.44
493c5fad,19.1,36.12,64.05
79bb6a69,13.87,26.23,49.05
eaa7dfbe,32.58,61.61,106.81
b953f385,33.07,62.54,84.95
83115da3,2.78,5.26,42.15
d82be0c5,37.12,70.2,116.39
2dde8623,13.02,24.62,60.49
96fa9a85,40.47,76.53,101.17
d5050215,41.98,79.39,101.28
ce0e14b1,40.25,76.12,120.26
f56dcd3f,21.59,40.83,70.43
d4d73621,18.72,35.4,69.13
ebf74406,22.89,43.29,77.14
f25fd606,27.31,51.65,83.0
f68711ba,14.0,26.48,73.73
d1013f92,46.72,88.35,135.59
8f39dd0e,26.2,49.55,61.17
3de9b7cf,5.51,10.42,40.65
c693d65e,49.87,94.31,126.93
38305170,25.24,47.73,94.75
a625c229,47.46,89.75,102.54
654d3c8d,20.73,39.2,80.76
645b06ff,12.79,24.19,59.89
e7ee9bc2,37.37,70.67,109.97
d6e78ef0,22.76,43.04,64.71
e83caecb,44.31,83.79,123.65
e4433b79,24.3,45.95,67.26
1727ce1a,18.24,34.49,71.52
ed41c7ce,48.4,91.53,133.01
076d12ff,41.86,79.16,120.49
5d7464ed,11.87,22.45,54.22
3b4d98b6,25.47,48.17,74.71
fe05a03c,7.44,14.07,33.81
07766ea0,7.17,13.56,24.9
6c0fa46e,42.96,81.24,93.2
168a4cb2,46.73,88.37,115.11
b0655056,37.46,70.84,84.64
89eb015b,49.48,93.57,108.05
b4c275ac,4.17,7.89,25.68
e94de2ce,17.91,33.87,63.12
6d394021,8.34,15.77,49.44
80ba133c,39.54,74.77,112.54
e1adae8a,44.74,84.61,114.06
87b740bd,23.46,44.37,80.96
1c4212a4,41.8,79.05,123.53
789a98f8,42.69,80.73,105.7
fb90c94b,8.71,16.47,54.0
75aaf569,20.1,38.01,74.35
27bf586b,11.03,20.86,56.32
3bcc7f34,34.16,64.6,97.94
c7c99030,20.59,38.94,77.99
d3b28baa,34.05,64.39,107.13
5e3b21dd,44.04,83.28,108.97
0d83aa68,21.81,41.25,77.44
8a43beff,48.65,92.0,111.94
3546ea1f,21.61,40.87,81.11
939385d2,12.26,23.18,68.4
92f3408b,27.41,51.84,92.3
e711f62e,21.15,40.0,69.64
bfe4596a,8.0,15.13,30.47
4ab16b6a,3.11,5.88,50.8
c26d22a9,37.71,71.31,113.89
4afe977b,46.78,88.47,126.39
a2f6d6a2,23.14,43.76,87.82
a5c3ee83,5.14,9.72,41.04
ece0f523,37.55,71.01,120.64
99bfabe0,43.62,82.49,125.97
c5bf5f92,17.54,33.17,49.71
e05a1b3c,12.66,23.94,50.03
38860708,18.18,34.38,51.19
2589ec3e,45.6,86.23,105.2
9bcf8239,22.06,41.72,71.76
25b3d766,33.4,63.16,87.62
80ff3b43,5.57,10.53,56.92
d04f9743,15.51,29.33,39.33
fff0d53f,12.95,24.49,34.9
f473eb4f,5.01,9.47,56.28
1b2f05cc,7.79,14.73,34.29
2fff5f2d,22.0,41.6,51.7
fa0118b9,28.78,54.43,81.93
3bc68d0d,16.97,32.09,49.92
23727ef0,22.14,41.87,54.0
b911e12e,38.46,72.73,103.95
73bc21be,13.86,26.21,41.82
c0966fb1,3.64,6.88,50.36
10b8aa91,14.34,27.12,49.21
6f059eba,46.23,87.43,106.3
25a0b641,2.87,5.43,45.02
003e37f4,8.19,15.49,59.44
0e258a3a,5.12,9.68,23.4
8d9cfcf6,20.09,37.99,54.05
cee4a197,33.09,62.58,91.56
a71395e7,45.7,86.42,120.03
6767fd75,40.12,75.87,89.2
069c62c8,14.03,26.53,51.53
5f94b11b,32.47,61.4,107.3
63cdae0c,33.86,64.03,109.07
7a5cfb78,6.34,11.99,34.44
294badf7,22.5,42.55,61.65
f2e13c70,16.94,32.04,65.35
8f5c87bc,9.54,18.04,31.88
f47b0843,4.82,9.12,28.45
c828978c,3.3,6.24,22.91
a5ad36c5,43.22,81.73,100.04
6de93e8c,17.87,33.79,52.38
c6b83524,25.67,48.54,83.64
9e05d947,16.0,30.26,59.78
65de3c7a,9.96,18.84,63.33
208a4763,14.54,27.5,66.92
a5757d26,10.16,19.21,49.16
0f9339dc,38.38,72.58,94.88
016515b5,45.56,86.16,129.44
b20c6a20,22.86,43.23,56.41
30f3d6cd,41.5,78.48,115.72
52e8386b,22.44,42.44,56.96
1610844a,23.45,44.35,75.66
2d0bb42c,25.29,47.83,93.89
b4779296,41.37,78.24,97.76
0575b11a,46.94,88.77,101.91
75790d26,37.73,71.35,94.93
b3d46a70,44.65,84.44,113.57
e190dbd9,32.85,62.12,101.11
1b2a4a90,42.28,79.96,91.15
497948d2,28.73,54.33,69.57
fdaf6c19,39.09,73.92,100.35
eac4f14c,35.85,67.8,81.6
79dc3756,37.96,71.79,120.03
566385f2,13.25,25.06,55.5
57042c4a,9.38,17.74,42.82
bbc5bdfe,33.35,63.07,112.26
967068d0,25.18,47.62,83.46
2a4214f0,38.7,73.19,103.82
2dca5033,9.03,17.08,36.73
27d35ea0,47.49,89.81,109.93
2a3a2c8c,35.79,67.68,92.17
a43d905b,3.1,5.86,45.89
c412f063,29.67,56.11,98.75
d5ce14b6,17.01,32.17,49.85
9e6b4c65,15.18,28.71,71.41
4e16bcb8,45.3,85.67,108.91
7833efe5,42.13,79.67,97.68
f00c951a,2.46,4.65,22.44
b2bd7a44,10.72,20.27,48.81
3968802d,36.54,69.1,109.79
6cf92d35,42.71,80.77,113.6
d7f30478,36.44,68.91,97.5
88ba3a81,27.21,51.46,62.18
8576ed72,49.26,93.16,125.7
0ed31b7b,40.27,76.15,113.14
c5fefee7,24.46,46.26,60.18
a257b3da,30.01,56.75,105.0
138abc7b,4.15,7.85,21.51
ed469352,48.31,91.36,128.99
27be924b,19.41,36.71,67.69
0a4bddfa,33.75,63.82,109.19
6d50ede9,34.01,64.32,90.88
c67b4e65,4.73,8.94,39.28
c4a82ee0,14.76,27.91,60.03
1dc60d3a,33.5,63.35,108.34
61c13e3f,45.78,86.57,128.56
1f4c31c9,39.37,74.45,95.65
97cdfbc9,29.85,56.45,104.66
09e45352,13.16,24.89,65.01
f8c6dea1,47.54,89.9,100.38
24fd4e0f,21.38,40.43,57.78
9fabc11a,9.2,17.4,61.63
0a938d7e,3.04,5.75,41.58
5e18908d,47.61,90.04,110.37
73a1d7c0,39.34,74.4,91.26
5b6b84b4,12.39,23.43,39.3
9d9f304e,8.81,16.66,39.38
5200a58f,48.05,90.87,136.81
1cb6bfe2,13.56,25.64,49.72
28d4daad,24.17,45.71,82.14
769c5d3e,31.32,59.23,73.69
8e65f3d6,4.99,9.44,40.7
c6d3cfc9,18.53,35.04,58.75
5218cedd,47.29,89.43,105.85
5f14c215,35.62,67.36,109.27
c7f07103,19.65,37.16,79.78
75822be1,40.0,75.64,97.89
021d1a63,42.18,79.77,115.92
79916e68,9.29,17.57,43.33
9d4a5e01,30.16,57.04,68.82
6e1a7a42,19.6,37.07,64.18
c23f4eb7,26.33,49.79,82.82
d536cbcb,24.52,46.37,68.33
30c054e7,26.18,49.51,97.47
1d13a10e,27.05,51.15,83.47
c876c43b,5.32,10.06,34.92
4bd3027a,10.53,19.91,59.31
24cf4f39,29.18,55.18,78.82
6726d581,46.93,88.75,99.74
d69a7d87,37.83,71.54,81.87
b9b2e6fe,13.45,25.44,47.52
a16c402b,19.36,36.61,52.85
1ccfc35e,18.1,34.23,58.33
46843edb,38.94,73.64,114.43
4f560bfb,48.67,92.04,114.4
8f1dcfad,19.06,36.04,68.43
585cb702,2.71,5.12,51.91
336d3e67,46.97,88.83,126.76
93078835,38.15,72.15,104.62
8d1e03f3,42.05,79.52,124.2
f76e7d5c,12.02,22.73,45.96
8cc6fee7,32.99,62.39,80.3
d4d27afc,13.17,24.91,64.8
fb96258f,2.56,4.84,17.19
1e56940b,9.54,18.04,45.01
e6cd6e38,46.29,87.54,109.02
6b2a1c7f,12.34,23.34,72.19
5e401016,30.09,56.9,81.98
4907150d,48.46,91.64,128.18
b397f0e2,5.63,10.65,31.39
baf85048,40.78,77.12,126.45
35c52ccf,30.68,58.02,75.24
04a3b5e4,17.52,33.13,79.4
7310a5a1,19.48,36.84,64.65
f49e52a9,3.3,6.24,33.33
d2bd652b,14.28,27.0,65.05
9a85b0e7,22.32,42.21,55.94
5f7b6644,36.41,68.86,100.73
dc310124,15.19,28.73,47.53
c23bfa63,29.85,56.45,72.73
d70d13ea,37.12,70.2,115.3
42a2ec2e,35.53,67.19,117.08
23fb19ad,30.33,57.36,106.21
bfc098a3,29.85,56.45,99.3
153a542d,36.62,69.25,116.05
5460dbad,18.1,34.23,81.2
7445e33c,23.61,44.65,61.7
b156b80c,48.38,91.49,104.92
4c8cb2f0,34.09,64.47,79.54
5719a84e,26.95,50.97,67.47
00734468,29.76,56.28,99.18
575026a1,7.01,13.26,60.91
6623e156,30.42,57.53,81.6
b18be763,42.15,79.71,91.08
f411234d,27.13,51.31,73.61
f405329e,10.49,19.84,58.09
88243e13,23.51,44.46,92.18
f5648a8b,15.35,29.03,57.02
1b710566,19.27,36.44,59.88
e8d19013,12.8,24.21,60.34
a2ea9b2f,18.03,34.1,52.55
bcba2bce,41.44,78.37,119.0
fb64bb35,38.37,72.56,99.12
241e34c3,25.55,48.32,97.41
97d8975a,39.56,74.81,122.17
854da528,48.83,92.34,128.95
e3ec3ff2,21.49,40.64,76.56
e8c9b17a,49.04,92.74,107.67
45dbb40c,13.8,26.1,47.34
e69d871d,47.82,90.43,134.91
e1e1aadf,43.49,82.24,106.76
6883a976,11.56,21.86,48.83
0761fbf2,18.79,35.53,79.12
aa2db34e,35.98,68.04,95.12
e7975338,11.2,21.18,65.18
1cc070b4,30.35,57.4,70.18
3e2920f3,27.67,52.33,89.97
42562a7f,16.01,30.28,42.8
e9d7a812,16.43,31.07,72.67
3a9f0353,26.78,50.64,82.73
e2e78c75,16.39,31.0,63.23
8e43f6c4,10.65,20.14,45.21
65c449b0,39.12,73.98,120.11
c48a361a,29.92,56.58,86.94
74f09726,23.01,43.51,63.93
acd3b27f,10.7,20.23,63.2
b92688c3,30.53,57.74,105.67
ab2d2bd5,32.17,60.84,80.53
6a8c30a5,25.03,47.33,81.54
7aa89d94,19.89,37.61,71.15
0364015a,43.63,82.51,116.89
4c18a0eb,35.83,67.76,100.33
22283c64,19.1,36.12,50.13
7a58fd29,30.47,57.62,84.12
7a981a72,13.22,25.0,74.43
591950db,2.55,4.82,18.35
b7fede78,43.7,82.64,119.43
bf4b99cb,41.31,78.12,123.89
bedc804e,32.69,61.82,79.85
c8d25eeb,40.94,77.42,119.52
934a1da1,39.48,74.66,94.33
9a9ac54d,43.29,81.87,93.09
ca5d7d94,44.81,84.74,115.59
b36f87ab,41.3,78.1,116.53
9b1b52f2,42.88,81.09,98.97
b1e6903e,26.08,49.32,62.14
ed442660,35.98,68.04,100.18
c3bbe025,18.0,34.04,49.95
5b733c87,43.33,81.94,99.31
1c651ebb,43.21,81.71,119.85
9b2e66b1,5.17,9.78,44.26
8221fd47,18.66,35.29,83.17
06772c53,10.23,19.35,42.29
9df2b079,8.52,16.11,34.69
e6573638,21.91,41.43,77.66
9e9b1a04,32.03,60.57,109.45
a3c2eba5,18.5,34.99,67.13
9fa3a133,16.84,31.85,53.6
762c93c3,6.53,12.35,58.77
6dc6fbfb,20.38,38.54,72.96
23135001,24.61,46.54,65.05
a9fca9d3,21.14,39.98,87.96
5afcd93a,34.64,65.51,86.43
5aaba644,15.83,29.94,75.88
fdb0e75a,36.37,68.78,103.36
48e30638,44.37,83.91,114.02
6293f40b,30.38,57.45,80.75
00cdb42f,20.66,39.07,53.82
a27bcf68,10.63,20.1,39.89
6c22b466,46.76,88.43,111.67
e0c765ba,38.09,72.03,93.58
dde6d335,13.83,26.15,39.08
99df73e5,9.23,17.45,50.64
ac5befda,4.37,8.26,37.27
4081de34,11.15,21.09,35.35
bc873455,37.15,70.25,98.8
c1122dbd,32.22,60.93,74.09
66fd633f,48.44,91.61,138.87
62fb9bee,17.45,33.0,53.36
b404cad7,39.76,75.19,114.18
babd9099,7.78,14.71,34.76
6be8639f,29.0,54.84,83.82
9a8c8766,24.41,46.16,93.49
5dbb45be,42.23,79.86,124.73
3f42adcb,35.68,67.47,108.63
fc1342dc,11.33,21.43,63.04
00463efe,49.23,93.1,136.04
18f79f45,41.51,78.5,118.21
97a6028c,19.02,35.97,81.84
5fee734c,41.65,78.76,102.77
162e5c05,47.93,90.64,121.69
d242510f,44.73,84.59,120.45
8f825733,28.7,54.27,72.18
c022590e,29.7,56.17,86.3
77888a67,7.12,13.46,28.42
be519f22,9.91,18.74,53.21
bd5ef742,49.17,92.99,106.89
882313c8,38.95,73.66,103.79
7ca63aa3,3.22,6.09,34.56
88f61220,28.28,53.48,67.95
41ae8675,18.57,35.12,62.69
76915ec0,16.95,32.05,69.16
e389a126,28.72,54.31,88.1
c1dc9905,17.37,32.85,61.17
ecf67d56,14.07,26.61,51.21
8969155e,47.02,88.92,101.22
d73a303b,3.91,7.39,55.63
8902a1e9,22.94,43.38,69.49
05192cc5,26.54,50.19,76.85
264abc22,23.12,43.72,58.85
6973e46d,33.55,63.45,94.76
baa620ee,3.23,6.11,55.28
17ce1f20,44.48,84.12,104.24
9d837c1f,26.01,49.19,71.72
a8327d1a,28.58,54.05,73.5
9fd3169f,24.21,45.78,90.44
4fc10392,23.34,44.14,73.15
c2b591b4,10.96,20.73,63.67
c1324445,26.21,49.57,93.57
0e7df03c,22.22,42.02,81.98
dadd71fb,24.47,46.28,66.72
0d088359,2.66,5.03,16.44
199bb314,8.28,15.66,31.39
ebc68af2,38.63,73.05,110.93
256caf4e,22.12,41.83,81.45
d0fdc85e,37.66,71.22,111.88
cea59bf8,10.21,19.31,39.07
ed4209d0,35.51,67.15,83.27
1b8151ac,15.88,30.03,76.95
60fe4ffe,35.85,67.8,104.37
59e24075,6.17,11.67,51.35
7785187c,18.01,34.06,47.82
1cfdc964,7.73,14.62,41.12
8548dfcb,32.22,60.93,73.46
494972a1,20.84,39.41,75.72
b1eadb28,5.57,10.53,40.1
3c255a9f,27.27,51.57,79.63
b76404e3,3.2,6.05,52.17
454936bd,41.29,78.08,117.68
65b73e58,47.04,88.96,137.53
d929e78a,40.88,77.31,89.16
ea077b95,47.67,90.15,124.78
620e2c44,45.06,85.21,120.42
06e9c32e,44.96,85.02,96.08
e701a4ad,13.78,26.06,67.54
460e80e0,13.1,24.77,40.91
07b0b577,40.85,77.25,115.3
2556f0da,25.59,48.39,59.9
26ae8f5f,47.23,89.32,123.87
b4ffd3fe,45.07,85.23,116.06
2d7bb63e,44.87,84.85,114.18
c6fe988f,17.65,33.38,58.05
39c1e43a,8.38,15.85,42.66
6cf19780,34.54,65.32,94.4
028c4c43,23.15,43.78,65.69
b15d01ea,46.83,88.56,135.97
19e45789,42.99,81.3,129.9
872ef4c1,46.58,88.09,110.09
363b82ea,29.26,55.33,96.48
ff5dedb4,27.26,51.55,91.61
bdcd3e24,42.66,80.67,125.69
4e4378f1,26.57,50.25,60.4
429797ae,45.2,85.48,109.0
5134d6df,3.65,6.9,22.7
1718bd96,19.22,36.35,61.98
74a4c9b9,42.07,79.56,112.59
29cead4c,12.08,22.84,69.19
e0e81956,21.15,40.0,83.58
dedf6cfe,2.48,4.69,34.65
54f61b70,16.48,31.17,42.11
21670714,17.29,32.7,54.74
13d1bf32,37.16,70.27,84.53
2ae69896,34.51,65.26,101.29
f84e8b7a,23.36,44.18,82.0
b48d9528,36.97,69.91,105.86
ad596495,22.56,42.66,63.65
eae24e81,22.86,43.23,90.01
145287a9,32.99,62.39,95.93
6c0aabbd,36.7,69.4,103.29
e55f5961,42.65,80.66,123.28
b4e15f71,38.07,71.99,84.76
49b3f6e8,34.18,64.64,83.02
9275b118,28.95,54.75,88.33
e1536098,16.79,31.75,66.17
162ad2f7,14.53,27.48,56.15
34bfe977,42.48,80.33,121.53
7c78e5ac,36.43,68.89,92.71
ca2da77b,33.94,64.18,74.63
8e4cdbd9,14.42,27.27,50.87
eced844e,48.55,91.81,140.45
643eeb3e,5.9,11.16,52.32
f70eb9b1,42.24,79.88,102.61
9f396c9c,12.12,22.92,41.82
91baa676,20.83,39.39,81.8
8ccad279,22.54,42.63,60.63
34bf539c,33.81,63.94,97.15
f91a513c,28.24,53.4,83.72
0ae14e43,10.93,20.67,47.58
c9f2f520,3.44,6.51,33.55
e89738e0,36.43,68.89,106.98
f8a80d10,26.24,49.62,63.73
36d716be,19.37,36.63,62.44
b00e2af1,15.66,29.61,78.35
20e3b46b,41.51,78.5,119.63
aeb89234,40.19,76.0,86.84
d258b07f,41.65,78.76,106.64
4c1fac59,12.52,23.68,38.37
485e05b9,42.89,81.11,110.5
74542277,49.31,93.25,107.39
6a683334,30.76,58.17,83.74
54fdad08,4.26,8.06,39.86
686c50e0,35.71,67.53,92.22
